"eco_values","species","latitude","longitude","date_obs","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","occurrence_id","tmax_mean_c","prec_mean_annual","elevation","NDVI"
103,"Castor fiber",47.55524,8.26899,"2023-01-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3670,15.0458333333333,79.9791666666667,411,0.65565
103,"Castor fiber",46.65531,6.55679,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3671,15.0104166666667,84.3958333333333,451,0.645
103,"Castor fiber",46.6558,6.62211,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3672,14.16875,95.4791666666667,621,0.517444444444444
103,"Libellula depressa",47.5132,7.53819,"2020-05-19","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3673,15.4375,71.375,386,0.705272222222222
103,"Castor fiber",46.74857,7.60222,"2024-01-28","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3674,14.5291666666667,97.25,568,0.740033333333334
103,"Castor fiber",46.6558,6.62211,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3675,14.16875,95.4791666666667,621,0.517444444444444
103,"Castor fiber",47.06295,7.07663,"2023-01-25","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3676,14.85,92.4166666666667,513,0.744877777777778
103,"Castor fiber",47.06295,7.07663,"2023-01-20","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3677,14.85,92.4166666666667,513,0.744877777777778
103,"Castor fiber",46.6558,6.62211,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3678,14.16875,95.4791666666667,621,0.517444444444444
103,"Castor fiber",46.6558,6.62211,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3679,14.16875,95.4791666666667,621,0.517444444444444
103,"Castor fiber",47.4747709124,7.8512304649,"2025-10-30","inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3680,14.8625,85.4166666666667,436,0.689738888888889
103,"Castor fiber",47.5058226883,7.8625966609,"2023-04-17","inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3681,14.7479166666667,91.5833333333333,447,0.661727777777778
103,"Castor fiber",46.8803178,7.2001112,"2025-10-24","inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3682,14.6583333333334,88.5833333333333,515,0.758861111111111
103,"Castor fiber",46.8795253616,7.1983457543,"2025-10-23","inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3683,14.7125,88.5416666666667,528,0.698816666666667
103,"Libellula depressa",47.28441,8.39697,"2023-05-22","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3684,15.2604166666667,85.1458333333333,395,0.584194444444444
103,"Libellula depressa",47.37488,8.33239,"2023-05-22","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3685,15.29375,82.5,380,0.628833333333333
103,"Castor fiber",46.70122,6.6868,"2023-01-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3686,14.5354166666667,88.875,573,0.6812
103,"Castor fiber",46.61082,6.62279,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3687,14.025,99.4583333333333,635,0.576944444444444
103,"Castor fiber",46.92689,6.81494,"2023-01-21","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3688,14.8770833333334,91.1458333333333,462,0.506044444444444
103,"Castor fiber",47.06058,8.26133,"2023-01-16","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3689,14.95,105.958333333333,442,0.414261111111111
103,"Castor fiber",46.70122,6.6868,"2023-01-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3690,14.5354166666667,88.875,573,0.6812
103,"Castor fiber",46.70122,6.6868,"2023-01-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3691,14.5354166666667,88.875,573,0.6812
103,"Libellula depressa",47.37488,8.33239,"2020-05-28","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3692,15.29375,82.5,380,0.628833333333333
103,"Libellula depressa",47.37488,8.33239,"2023-05-22","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3693,15.29375,82.5,380,0.628833333333333
103,"Castor fiber",47.0634,7.27408,"2023-01-10","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3694,15.1041666666667,78.375,442,0.65085
103,"Libellula depressa",47.51073,8.20192,"2023-06-09","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3695,15.1520833333333,83.6666666666667,372,0.588016666666667
103,"Castor fiber",46.70029,6.55605,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3696,15.2125,79.4791666666667,439,0.523644444444444
103,"Castor fiber",47.5544855821,8.5589372497,"2025-07-19","inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3697,15.225,78.5625,367,0.675038888888889
103,"Castor fiber",46.56708,6.8191,"2023-01-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3698,14.18125,103.354166666667,613,0.706361111111111
103,"Castor fiber",47.01854,7.47151,"2023-01-13","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3699,14.68125,80.9375,543,0.726666666666667
103,"Castor fiber",46.56708,6.8191,"2023-01-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3700,14.18125,103.354166666667,613,0.706361111111111
103,"Castor fiber",47.0634,7.27408,"2024-01-24","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3701,15.1041666666667,78.375,442,0.65085
103,"Castor fiber",46.61082,6.62279,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3702,14.025,99.4583333333333,635,0.576944444444444
103,"Castor fiber",47.55524,8.26899,"2023-01-31","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3703,15.0458333333333,79.9791666666667,411,0.65565
103,"Castor fiber",47.01831,7.20846,"2022-01-28","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3704,15.1541666666667,79.6041666666667,437,0.716572222222222
103,"Castor fiber",46.9046490631,7.5147275627,"2024-06-24","inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3705,14.79375,83.9375,511,0.764338888888889
103,"Castor fiber",46.97345,7.27436,"2023-01-04","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3706,14.8916666666667,86.5625,472,0.749466666666667
103,"Libellula depressa",46.83615,6.68491,"2023-05-26","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3707,15.1541666666667,93.5625,457,0.561138888888889
103,"Castor fiber",47.06295,7.07663,"2023-01-12","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3708,14.85,92.4166666666667,513,0.744877777777778
103,"Castor fiber",46.70029,6.55605,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3709,15.2125,79.4791666666667,439,0.523644444444444
103,"Castor fiber",46.65531,6.55679,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3710,15.0104166666667,84.3958333333333,451,0.645
103,"Libellula depressa",46.95369,9.57362,"2023-05-28","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3711,15.1333333333334,87.625,528,0.650138888888889
103,"Castor fiber",46.65531,6.55679,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3712,15.0104166666667,84.3958333333333,451,0.645
103,"Castor fiber",46.56708,6.8191,"2023-01-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3713,14.18125,103.354166666667,613,0.706361111111111
103,"Castor fiber",46.65531,6.55679,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3714,15.0104166666667,84.3958333333333,451,0.645
103,"Castor fiber",47.1622219502,7.3254220963,"2025-06-02","inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3715,14.4666666666667,83.3333333333333,551,0.576344444444445
103,"Libellula depressa",47.5557,8.20256,"2024-06-19","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3716,14.6895833333334,88.3958333333333,459,0.693522222222222
103,"Castor fiber",46.74526,6.55532,"2023-02-04","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3717,15.2854166666667,80.5833333333333,431,0.701422222222222
103,"Castor fiber",47.50742,8.60011,"2023-08-26","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3718,14.9625,86.6875,431,0.584027777777778
103,"Libellula depressa",47.50868,8.46739,"2022-05-30","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3719,14.9,80.2916666666667,477,0.593438888888889
103,"Castor fiber",47.55524,8.26899,"2023-01-18","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3720,15.0458333333333,79.9791666666667,411,0.65565
103,"Castor fiber",46.6558,6.62211,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3721,14.16875,95.4791666666667,621,0.517444444444444
103,"Castor fiber",46.1615083885,7.1935796365,"2025-05-20","inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3722,15.98125,80.5416666666667,465,0.590383333333333
103,"Castor fiber",46.65531,6.55679,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3723,15.0104166666667,84.3958333333333,451,0.645
103,"Castor fiber",46.65531,6.55679,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3724,15.0104166666667,84.3958333333333,451,0.645
103,"Castor fiber",46.56708,6.8191,"2023-01-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3725,14.18125,103.354166666667,613,0.706361111111111
103,"Castor fiber",47.33256,7.86861,"2023-01-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3726,14.4979166666667,83.375,423,0.72295
103,"Castor fiber",47.4955723246,7.6061562064,"2021-05-12","inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3727,15.91875,70.625,273,0.672372222222222
103,"Castor fiber",46.6558,6.62211,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3728,14.16875,95.4791666666667,621,0.517444444444444
103,"Castor fiber",46.74857,7.60222,"2023-01-23","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3729,14.5291666666667,97.25,568,0.740033333333334
103,"Libellula depressa",47.37488,8.33239,"2022-07-24","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3730,15.29375,82.5,380,0.628833333333333
103,"Libellula depressa",47.46789,7.14019,"2020-05-18","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3731,14.7770833333334,86.4375,460,0.4816
103,"Castor fiber",47.19844,7.47162,"2023-01-19","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3732,15.0604166666667,80.9166666666667,425,0.569038888888889
103,"Libellula depressa",46.97062,6.61731,"2022-07-06","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3733,11.0625000000001,122.645833333333,1114,0.806166666666667
103,"Castor fiber",46.16375,7.21209,"2024-09-18","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3734,15.9062500000001,82.875,465,0.740194444444444
103,"Libellula depressa",47.37488,8.33239,"2023-08-22","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3735,15.29375,82.5,380,0.628833333333333
103,"Libellula depressa",47.01775,7.01117,"2022-07-13","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3736,14.8791666666667,90.5416666666667,467,0.558916666666667
103,"Castor fiber",46.6558,6.62211,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3737,14.16875,95.4791666666667,621,0.517444444444444
103,"Castor fiber",46.920415,7.495778,"2023-02-17","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3738,14.7520833333334,82.3125,511,0.672694444444445
103,"Castor fiber",46.6558,6.62211,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3739,14.16875,95.4791666666667,621,0.517444444444444
103,"Castor fiber",46.920415,7.495778,"2023-02-17","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3740,14.7520833333334,82.3125,511,0.672694444444445
103,"Castor fiber",47.01775,7.01117,"2022-01-04","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3741,14.8791666666667,90.5416666666667,467,0.558916666666667
103,"Castor fiber",47.28801,7.73606,"2025-03-11","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3742,14.8729166666667,78.8541666666667,447,0.633544444444444
103,"Libellula depressa",47.37488,8.33239,"2022-07-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3743,15.29375,82.5,380,0.628833333333333
103,"Castor fiber",46.61082,6.62279,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3744,14.025,99.4583333333333,635,0.576944444444444
103,"Castor fiber",46.61082,6.62279,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3745,14.025,99.4583333333333,635,0.576944444444444
103,"Libellula depressa",46.97062,6.61731,"2022-07-06","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3746,11.0625000000001,122.645833333333,1114,0.806166666666667
103,"Castor fiber",46.61082,6.62279,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3747,14.025,99.4583333333333,635,0.576944444444444
103,"Castor fiber",46.61082,6.62279,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3748,14.025,99.4583333333333,635,0.576944444444444
103,"Libellula depressa",47.46311,8.53282,"2023-09-26","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3749,15.14375,78.1875,419,0.666127777777778
103,"Libellula depressa",47.334,8.5104,"2025-05-24","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3750,14.65,95.5416666666667,525,0.835577777777778
103,"Castor fiber",46.65531,6.55679,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3751,15.0104166666667,84.3958333333333,451,0.645
103,"Castor fiber",47.24046,8.2641,"2022-01-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3752,14.0291666666667,99.0416666666667,626,0.804294444444444
103,"Castor fiber",46.56708,6.8191,"2023-01-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3753,14.18125,103.354166666667,613,0.706361111111111
103,"Libellula depressa",46.74733,6.88246,"2022-04-28","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3754,15.2229166666667,82.5,467,0.653461111111111
103,"Libellula depressa",47.37488,8.33239,"2022-05-25","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3755,15.29375,82.5,380,0.628833333333333
103,"Castor fiber",46.79159,6.75102,"2023-03-19","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3756,15.2500000000001,80.1458333333333,470,0.630761111111111
103,"Libellula depressa",47.50868,8.46739,"2020-05-17","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3757,14.9,80.2916666666667,477,0.593438888888889
103,"Castor fiber",47.10506,8.32789,"2024-02-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3758,15.0895833333334,103.9375,421,0.802172222222222
103,"Castor fiber",46.56708,6.8191,"2023-01-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3759,14.18125,103.354166666667,613,0.706361111111111
103,"Castor fiber",46.56708,6.8191,"2023-01-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3760,14.18125,103.354166666667,613,0.706361111111111
103,"Castor fiber",47.01775,7.01117,"2023-03-12","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3761,14.8791666666667,90.5416666666667,467,0.558916666666667
103,"Castor fiber",47.1984,7.5376,"2024-02-07","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3762,14.8458333333334,78.0833333333333,451,0.515322222222222
103,"Libellula depressa",46.11843,7.08292,"2022-07-10","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3763,15.8791666666667,79.0833333333333,451,0.726333333333333
103,"Libellula depressa",47.46789,7.14019,"2025-05-02","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3764,14.7770833333334,86.4375,460,0.4816
103,"Libellula depressa",46.854806,6.983823,"2022-05-13","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3765,15.2,83.8125,442,0.624866666666667
103,"Castor fiber",46.74526,6.55532,"2023-02-09","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3766,15.2854166666667,80.5833333333333,431,0.701422222222222
103,"Castor fiber",46.74526,6.55532,"2023-02-09","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3767,15.2854166666667,80.5833333333333,431,0.701422222222222
103,"Castor fiber",46.65531,6.55679,"2023-06-03","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3768,15.0104166666667,84.3958333333333,451,0.645
103,"Castor fiber",47.41814,8.5319,"2024-02-24","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3769,14.9854166666667,82.6666666666667,447,0.565677777777778
103,"Castor fiber",46.56708,6.8191,"2023-01-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3770,14.18125,103.354166666667,613,0.706361111111111
103,"Castor fiber",47.33256,7.86861,"2025-03-20","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3771,14.4979166666667,83.375,423,0.72295
103,"Castor fiber",46.74526,6.55532,"2023-02-09","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3772,15.2854166666667,80.5833333333333,431,0.701422222222222
103,"Libellula depressa",46.33679,6.1723,"2025-05-15","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3773,15.6770833333334,102.854166666667,446,0.557866666666667
103,"Libellula depressa",46.83615,6.68491,"2022-07-26","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3774,15.1541666666667,93.5625,457,0.561138888888889
103,"Libellula depressa",47.10506,8.32789,"2025-05-19","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3775,15.0895833333334,103.9375,421,0.802172222222222
103,"Castor fiber",46.74526,6.55532,"2023-02-09","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3776,15.2854166666667,80.5833333333333,431,0.701422222222222
103,"Castor fiber",46.56708,6.8191,"2023-01-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3777,14.18125,103.354166666667,613,0.706361111111111
103,"Castor fiber",46.7926,6.94748,"2023-02-24","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3778,14.8645833333334,87.6458333333333,521,0.664588888888889
103,"Libellula depressa",46.92566,8.25927,"2025-05-29","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3779,14.6,109.708333333333,512,0.751866666666667
103,"Castor fiber",46.74526,6.55532,"2023-02-09","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3780,15.2854166666667,80.5833333333333,431,0.701422222222222
103,"Castor fiber",46.74526,6.55532,"2023-02-09","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3781,15.2854166666667,80.5833333333333,431,0.701422222222222
103,"Libellula depressa",46.88358,7.34024,"2025-05-14","gbif","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",3782,14.2479166666667,91.3333333333333,666,0.724094444444444
